gvkey,iid,datadate,prccd,cshtrd
025434,01,2020-07-08,74.14,7343348.0
025434,01,2020-07-09,73.57,9589519.0
025434,01,2020-07-10,74.29,7522136.0
025434,01,2020-07-13,72.65,9450907.0
025434,01,2020-07-14,72.73,8685240.0
025434,01,2020-07-15,75.61,10295060.0
025434,01,2020-07-16,74.39,6648366.0
025434,01,2020-07-17,74.16,6083862.0
025434,01,2020-07-20,74.96,8828116.0
025434,01,2020-07-21,75.44,10636370.0
025434,01,2020-07-22,77.24,9205589.0
025434,01,2020-07-23,75.36,7789592.0
025434,01,2020-07-24,75.78,5671527.0
025434,01,2020-07-27,76.46,6714590.0
025434,01,2020-07-28,74.64,11854530.0
025434,01,2020-07-29,77.42,15250070.0
025434,01,2020-07-30,76.64,7880312.0
025434,01,2020-07-31,76.53,7422791.0
025434,01,2020-08-03,75.5,7137019.0
025434,01,2020-08-04,75.13,12789970.0
025434,01,2020-08-05,75.78,7780375.0
025434,01,2020-08-06,75.66,6762171.0
025434,01,2020-08-07,75.79,6567068.0
025434,01,2020-08-10,77.47,6602196.0
025434,01,2020-08-11,78.87,10225820.0
025434,01,2020-08-12,79.29,5370940.0
025434,01,2020-08-13,79.02,4382370.0
025434,01,2020-08-14,78.37,3765737.0
025434,01,2020-08-17,78.95,5348273.0
025434,01,2020-08-18,78.99,5270150.0
025434,01,2020-08-19,77.63,6834943.0
025434,01,2020-08-20,77.22,5064962.0
025434,01,2020-08-21,77.07,5592091.0
025434,01,2020-08-24,78.68,5858940.0
025434,01,2020-08-25,82.72,17635180.0
025434,01,2020-08-26,82.41,7928935.0
025434,01,2020-08-27,83.41,9094496.0
025434,01,2020-08-28,85.0,9286514.0
025434,01,2020-08-31,84.47,6377536.0
025434,01,2020-09-01,86.05,8164620.0
025434,01,2020-09-02,88.35,11315380.0
025434,01,2020-09-03,86.48,11014390.0
025434,01,2020-09-04,86.27,10291270.0
025434,01,2020-09-08,85.41,11075800.0
025434,01,2020-09-09,85.86,6925503.0
025434,01,2020-09-10,84.88,7547570.0
025434,01,2020-09-11,85.27,7101233.0
025434,01,2020-09-14,86.63,5533402.0
025434,01,2020-09-15,87.71,8358869.0
025434,01,2020-09-16,88.38,7146304.0
025434,01,2020-09-17,86.75,7382170.0
025434,01,2020-09-18,84.95,10111450.0
025434,01,2020-09-21,83.89,7174114.0
025434,01,2020-09-22,83.95,4459037.0
025434,01,2020-09-23,82.99,6408656.0
025434,01,2020-09-24,83.04,4861093.0
025434,01,2020-09-25,84.3,5978494.0
025434,01,2020-09-28,86.07,5970629.0
025434,01,2020-09-29,84.8,4059065.0
025434,01,2020-09-30,85.92,10119380.0
025434,01,2020-10-01,86.74,7229927.0
025434,01,2020-10-02,86.57,5600956.0
025434,01,2020-10-05,88.47,7001691.0
025434,01,2020-10-06,87.01,7946152.0
025434,01,2020-10-07,88.45,5177498.0
025434,01,2020-10-08,89.53,4951659.0
025434,01,2020-10-09,90.01,6193567.0
025434,01,2020-10-12,90.78,5907599.0
025434,01,2020-10-13,90.16,5730521.0
025434,01,2020-10-14,89.31,4759732.0
025434,01,2020-10-15,88.83,5001832.0
025434,01,2020-10-16,88.52,4697957.0
025434,01,2020-10-19,87.6,5424371.0
025434,01,2020-10-20,88.51,4561098.0
025434,01,2020-10-21,88.27,4115738.0
025434,01,2020-10-22,89.36,4256946.0
025434,01,2020-10-23,90.8,7808768.0
025434,01,2020-10-26,89.66,7755585.0
025434,01,2020-10-27,90.05,8004325.0
025434,01,2020-10-28,87.17,12734710.0
025434,01,2020-10-29,88.3,8422198.0
025434,01,2020-10-30,86.96,11400110.0
025434,01,2020-11-02,85.97,8898721.0
025434,01,2020-11-03,88.39,6908326.0
025434,01,2020-11-04,89.79,10506420.0
025434,01,2020-11-05,90.62,6165816.0
025434,01,2020-11-06,90.65,6624220.0
025434,01,2020-11-09,95.88,16212590.0
025434,01,2020-11-10,93.92,10446000.0
025434,01,2020-11-11,95.04,8292194.0
025434,01,2020-11-12,93.53,7058252.0
025434,01,2020-11-13,95.56,5515798.0
025434,01,2020-11-16,97.78,9361727.0
025434,01,2020-11-17,98.6,8720250.0
025434,01,2020-11-18,97.91,6037141.0
025434,01,2020-11-19,97.76,4247550.0
025434,01,2020-11-20,97.01,4609497.0
025434,01,2020-11-23,96.88,4801436.0
025434,01,2020-11-24,98.3,6319580.0
025434,01,2020-11-25,98.2,4025589.0
025434,01,2020-11-27,98.66,2169708.0
025434,01,2020-11-30,98.02,5194710.0
025434,01,2020-12-01,98.82,4969754.0
025434,01,2020-12-02,98.91,3377297.0
025434,01,2020-12-03,100.11,6258442.0
025434,01,2020-12-04,102.28,6943005.0
025434,01,2020-12-07,101.41,4504714.0
025434,01,2020-12-08,101.21,3870262.0
025434,01,2020-12-09,100.4,6600108.0
025434,01,2020-12-10,105.39,12831680.0
025434,01,2020-12-11,103.0,6260139.0
025434,01,2020-12-14,103.32,5013667.0
025434,01,2020-12-15,104.18,4916870.0
025434,01,2020-12-16,103.27,6166822.0
025434,01,2020-12-17,103.21,4531588.0
025434,01,2020-12-18,103.28,10133020.0
025434,01,2020-12-21,102.94,7173879.0
025434,01,2020-12-22,102.41,4291905.0
025434,01,2020-12-23,102.06,3815907.0
025434,01,2020-12-24,102.01,1949183.0
025434,01,2020-12-28,104.34,5034316.0
025434,01,2020-12-29,105.63,4777442.0
025434,01,2020-12-30,105.97,3653761.0
025434,01,2020-12-31,106.98,3565393.0
025434,01,2021-01-04,103.1,8037044.0
025434,01,2021-01-05,103.44,5719217.0
025434,01,2021-01-06,104.19,5016643.0
025434,01,2021-01-07,103.35,5050415.0
025434,01,2021-01-08,105.67,5866016.0
025434,01,2021-01-11,104.6,4256933.0
025434,01,2021-01-12,102.82,4297617.0
025434,01,2021-01-13,102.89,4674807.0
025434,01,2021-01-14,101.82,4522725.0
025434,01,2021-01-15,102.33,5521628.0
025434,01,2021-01-19,102.54,6517512.0
025434,01,2021-01-20,105.46,5815565.0
025434,01,2021-01-21,104.58,5728326.0
025434,01,2021-01-22,103.91,5227949.0
025434,01,2021-01-25,103.45,5005973.0
025434,01,2021-01-26,104.69,7104903.0
025434,01,2021-01-27,97.87,18122220.0
025434,01,2021-01-28,98.15,8846487.0
025434,01,2021-01-29,96.81,8120418.0
025434,01,2021-02-01,98.58,7195943.0
025434,01,2021-02-02,101.65,6911975.0
025434,01,2021-02-03,101.02,3927041.0
025434,01,2021-02-04,103.64,6924543.0
025434,01,2021-02-05,106.48,8059576.0
025434,01,2021-02-08,106.26,4833806.0
025434,01,2021-02-09,106.22,4093816.0
025434,01,2021-02-10,105.87,4291914.0
025434,01,2021-02-11,105.86,2974708.0
025434,01,2021-02-12,105.3,3167061.0
025434,01,2021-02-16,106.15,4924796.0
025434,01,2021-02-17,104.44,5733702.0
025434,01,2021-02-18,104.97,4097411.0
025434,01,2021-02-19,103.37,4128326.0
025434,01,2021-02-22,101.81,5194227.0
025434,01,2021-02-23,101.37,8737796.0
025434,01,2021-02-24,104.38,7532506.0
025434,01,2021-02-25,103.47,7528978.0
025434,01,2021-02-26,108.03,15110590.0
025434,01,2021-03-01,106.87,7928326.0
025434,01,2021-03-02,107.2,4905710.0
025434,01,2021-03-03,106.22,5311434.0
025434,01,2021-03-04,104.89,7099473.0
025434,01,2021-03-05,105.2,5558362.0
025434,01,2021-03-08,105.03,4957253.0
025434,01,2021-03-09,106.55,5506547.0
025434,01,2021-03-10,107.78,6026762.0
025434,01,2021-03-11,107.32,4666554.0
025434,01,2021-03-12,107.81,3319501.0
025434,01,2021-03-15,108.9,7105842.0
025434,01,2021-03-16,111.34,11364980.0
025434,01,2021-03-17,110.46,10124710.0
025434,01,2021-03-18,107.62,7798229.0
025434,01,2021-03-19,106.34,20353360.0
025434,01,2021-03-22,107.57,7432287.0
025434,01,2021-03-23,106.25,5656852.0
025434,01,2021-03-24,104.97,5729570.0
025434,01,2021-03-25,107.35,8146772.0
025434,01,2021-03-26,109.9,6164289.0
025434,01,2021-03-29,109.13,5140161.0
025434,01,2021-03-30,110.27,4549431.0
025434,01,2021-03-31,109.27,6448735.0
025434,01,2021-04-01,109.38,5791374.0
025434,01,2021-04-05,111.02,6911288.0
025434,01,2021-04-06,113.15,6577344.0
025434,01,2021-04-07,113.19,5611664.0
025434,01,2021-04-08,113.04,5007990.0
025434,01,2021-04-09,113.18,4112828.0
025434,01,2021-04-12,113.81,4705337.0
025434,01,2021-04-13,115.36,4604205.0
025434,01,2021-04-14,115.16,3993519.0
025434,01,2021-04-15,116.66,5077449.0
025434,01,2021-04-16,118.34,5776450.0
025434,01,2021-04-19,117.6,4888537.0
025434,01,2021-04-20,116.27,5660488.0
025434,01,2021-04-21,116.74,4383254.0
025434,01,2021-04-22,115.92,5735447.0
025434,01,2021-04-23,117.56,4559173.0
025434,01,2021-04-26,115.92,5892118.0
025434,01,2021-04-27,116.15,7181349.0
025434,01,2021-04-28,112.4,14769780.0
025434,01,2021-04-29,114.63,8932678.0
025434,01,2021-04-30,114.49,6476292.0
025434,01,2021-05-03,115.72,5048516.0
025434,01,2021-05-04,114.11,6259369.0
025434,01,2021-05-05,113.48,4676053.0
025434,01,2021-05-06,114.74,4111057.0
025434,01,2021-05-07,114.34,4864870.0
025434,01,2021-05-10,114.3,5757116.0
025434,01,2021-05-11,113.55,7773461.0
025434,01,2021-05-12,109.79,7958104.0
025434,01,2021-05-13,110.49,7997016.0
025434,01,2021-05-14,111.2,6834492.0
025434,01,2021-05-17,110.98,4519580.0
025434,01,2021-05-18,111.07,5176696.0
025434,01,2021-05-19,109.67,5997098.0
025434,01,2021-05-20,111.41,5344561.0
025434,01,2021-05-21,110.92,5130729.0
025434,01,2021-05-24,112.52,5434926.0
025434,01,2021-05-25,112.63,4609460.0
025434,01,2021-05-26,112.85,3840069.0
025434,01,2021-05-27,113.51,7356698.0
025434,01,2021-05-28,113.88,4236858.0
025434,01,2021-06-01,113.34,4304878.0
025434,01,2021-06-02,113.0,5044227.0
025434,01,2021-06-03,111.12,5723103.0
025434,01,2021-06-04,111.99,4472220.0
025434,01,2021-06-07,111.33,3957544.0
025434,01,2021-06-08,111.52,4668450.0
025434,01,2021-06-09,111.39,3669246.0
025434,01,2021-06-10,112.21,3832034.0
025434,01,2021-06-11,112.56,3228467.0
025434,01,2021-06-14,112.45,4220216.0
025434,01,2021-06-15,111.89,3483314.0
025434,01,2021-06-16,111.36,4431284.0
025434,01,2021-06-17,111.39,4007565.0
025434,01,2021-06-18,109.7,6957406.0
025434,01,2021-06-21,110.97,5628302.0
025434,01,2021-06-22,111.85,3583300.0
025434,01,2021-06-23,111.56,3551199.0
025434,01,2021-06-24,111.99,3783756.0
025434,01,2021-06-25,113.04,12158540.0
025434,01,2021-06-28,112.24,4543453.0
025434,01,2021-06-29,112.27,3788286.0
025434,01,2021-06-30,111.81,6757989.0
025434,01,2021-07-01,113.41,4808556.0
025434,01,2021-07-02,114.97,4721403.0
025434,01,2021-07-06,115.73,5284048.0
025434,01,2021-07-07,117.14,5380706.0
025434,01,2021-07-08,115.99,4483944.0
025434,01,2021-07-09,117.47,3533056.0
025434,01,2021-07-12,118.46,5683114.0
025434,01,2021-07-13,119.55,5519480.0
025434,01,2021-07-14,119.8,5698370.0
025434,01,2021-07-15,118.97,6466851.0
025434,01,2021-07-16,118.73,5022194.0
025434,01,2021-07-19,115.32,7723921.0
025434,01,2021-07-20,117.42,5117640.0
025434,01,2021-07-21,119.27,4375961.0
025434,01,2021-07-22,122.63,7166201.0
025434,01,2021-07-23,125.97,7929663.0
025434,01,2021-07-26,126.06,4809287.0
025434,01,2021-07-27,126.03,5874799.0
025434,01,2021-07-28,122.41,11506220.0
025434,01,2021-07-29,122.38,6609920.0
025434,01,2021-07-30,121.43,5710675.0
025434,01,2021-08-02,120.37,5991783.0
025434,01,2021-08-03,119.13,6024626.0
025434,01,2021-08-04,118.25,6673385.0
025434,01,2021-08-05,119.03,4279597.0
025434,01,2021-08-06,119.05,6830132.0
025434,01,2021-08-09,117.94,4555378.0
025434,01,2021-08-10,116.39,9832214.0
025434,01,2021-08-11,116.5,6470685.0
025434,01,2021-08-12,115.75,4357796.0
025434,01,2021-08-13,116.76,4360198.0
025434,01,2021-08-16,117.54,5973841.0
025434,01,2021-08-17,116.57,4718426.0
025434,01,2021-08-18,115.68,4517849.0
025434,01,2021-08-19,114.32,5316672.0
025434,01,2021-08-20,114.63,3466009.0
025434,01,2021-08-23,115.15,4230438.0
025434,01,2021-08-24,115.08,3442780.0
025434,01,2021-08-25,115.57,3749608.0
025434,01,2021-08-26,114.32,5187041.0
025434,01,2021-08-27,115.12,4200752.0
025434,01,2021-08-30,115.61,3074245.0
025434,01,2021-08-31,117.49,6993543.0
025434,01,2021-09-01,117.45,4400044.0
025434,01,2021-09-02,117.37,3801644.0
025434,01,2021-09-03,117.19,2920544.0
025434,01,2021-09-07,115.79,4261598.0
025434,01,2021-09-08,118.04,5531295.0
025434,01,2021-09-09,118.79,4708239.0
025434,01,2021-09-10,119.34,6309221.0
025434,01,2021-09-13,119.18,4377595.0
025434,01,2021-09-14,118.86,4557698.0
025434,01,2021-09-15,114.64,11492400.0
025434,01,2021-09-16,114.67,7994486.0
025434,01,2021-09-17,113.41,9257685.0
025434,01,2021-09-20,111.82,7792837.0
025434,01,2021-09-21,112.22,5466047.0
025434,01,2021-09-22,113.07,4547019.0
025434,01,2021-09-23,114.14,3840903.0
025434,01,2021-09-24,114.11,3936716.0
025434,01,2021-09-27,113.68,3988577.0
025434,01,2021-09-28,111.71,5776289.0
025434,01,2021-09-29,112.17,4384620.0
025434,01,2021-09-30,110.31,5922388.0
025434,01,2021-10-01,112.92,5633612.0
025434,01,2021-10-04,111.46,4495103.0
025434,01,2021-10-05,110.85,5730124.0
025434,01,2021-10-06,111.64,5729596.0
025434,01,2021-10-07,112.21,5547371.0
025434,01,2021-10-08,111.22,3785110.0
025434,01,2021-10-11,110.94,5983056.0
025434,01,2021-10-12,111.0,3864430.0
025434,01,2021-10-13,110.76,4805801.0
025434,01,2021-10-14,111.87,5194394.0
025434,01,2021-10-15,111.45,5855164.0
025434,01,2021-10-18,113.37,4888986.0
025434,01,2021-10-19,113.49,5796718.0
025434,01,2021-10-20,113.86,7642113.0
025434,01,2021-10-21,114.44,3674686.0
025434,01,2021-10-22,114.55,3395614.0
025434,01,2021-10-25,114.71,4289244.0
025434,01,2021-10-26,114.92,5945767.0
025434,01,2021-10-27,113.51,5850226.0
025434,01,2021-10-28,113.2,7449126.0
025434,01,2021-10-29,106.07,27388890.0
025434,01,2021-11-01,109.8,14173620.0
025434,01,2021-11-02,111.45,11535980.0
025434,01,2021-11-03,112.61,6419153.0
025434,01,2021-11-04,112.16,8208692.0
025434,01,2021-11-05,116.91,10252730.0
025434,01,2021-11-08,115.16,8740204.0
025434,01,2021-11-09,114.13,6745629.0
025434,01,2021-11-10,113.25,6560798.0
025434,01,2021-11-11,111.44,7188170.0
025434,01,2021-11-12,111.72,7344834.0
025434,01,2021-11-15,111.87,6564422.0
025434,01,2021-11-16,112.23,7919162.0
025434,01,2021-11-17,112.52,5761838.0
025434,01,2021-11-18,112.9,5623456.0
025434,01,2021-11-19,110.78,6921070.0
025434,01,2021-11-22,111.45,5966199.0
025434,01,2021-11-23,113.58,7910258.0
025434,01,2021-11-24,113.97,4462967.0
025434,01,2021-11-26,110.66,6703214.0
025434,01,2021-11-29,110.73,7101799.0
025434,01,2021-11-30,109.64,9481377.0
025434,01,2021-12-01,108.66,7618177.0
025434,01,2021-12-02,111.42,7707599.0
025434,01,2021-12-03,111.24,6875520.0
025434,01,2021-12-06,113.36,8122892.0
025434,01,2021-12-07,116.26,8774929.0
025434,01,2021-12-08,116.25,5806036.0
025434,01,2021-12-09,115.35,5663333.0
025434,01,2021-12-10,116.73,6110660.0
025434,01,2021-12-13,115.56,6395686.0
025434,01,2021-12-14,114.71,6537801.0
025434,01,2021-12-15,114.68,6892907.0
025434,01,2021-12-16,113.59,7539287.0
025434,01,2021-12-17,108.63,13694360.0
025434,01,2021-12-20,108.09,6311239.0
025434,01,2021-12-21,110.37,4679899.0
025434,01,2021-12-22,111.74,3642642.0
025434,01,2021-12-23,112.37,3356463.0
025434,01,2021-12-27,114.22,3716485.0
025434,01,2021-12-28,115.57,4560897.0
025434,01,2021-12-29,116.38,4214803.0
025434,01,2021-12-30,116.24,4068410.0
025434,01,2021-12-31,116.97,3673377.0
025434,01,2022-01-03,116.68,5464029.0
025434,01,2022-01-04,114.24,8366711.0
025434,01,2022-01-05,110.44,8614469.0
025434,01,2022-01-06,111.14,6097036.0
025434,01,2022-01-07,107.57,11253020.0
025434,01,2022-01-10,106.03,8496590.0
025434,01,2022-01-11,104.04,13047210.0
025434,01,2022-01-12,103.87,11804740.0
025434,01,2022-01-13,102.4,9813282.0
025434,01,2022-01-14,100.12,13699610.0
025434,01,2022-01-18,97.73,11394940.0
025434,01,2022-01-19,96.87,10848640.0
025434,01,2022-01-20,95.72,20290230.0
025434,01,2022-01-21,96.31,13428800.0
025434,01,2022-01-24,98.1,17113840.0
025434,01,2022-01-25,97.01,12354660.0
025434,01,2022-01-26,95.58,11857750.0
025434,01,2022-01-27,95.32,7321086.0
025434,01,2022-01-28,97.21,8342204.0
025434,01,2022-01-31,98.32,8799690.0
025434,01,2022-02-01,98.76,11048040.0
025434,01,2022-02-02,97.73,15520760.0
025434,01,2022-02-03,95.94,8893561.0
025434,01,2022-02-04,95.0,8262172.0
025434,01,2022-02-07,95.19,6845743.0
025434,01,2022-02-08,94.92,7158984.0
025434,01,2022-02-09,97.13,9348602.0
025434,01,2022-02-10,95.31,9080590.0
025434,01,2022-02-11,93.73,6921147.0
025434,01,2022-02-14,93.65,7946709.0
025434,01,2022-02-15,94.51,7610629.0
025434,01,2022-02-16,95.18,6542922.0
025434,01,2022-02-17,93.05,6573215.0
025434,01,2022-02-18,93.34,6207431.0
025434,01,2022-02-22,93.11,8620322.0
025434,01,2022-02-23,89.65,9666259.0
025434,01,2022-02-24,91.01,9255186.0
025434,01,2022-02-25,92.58,7031295.0
025434,01,2022-02-28,91.79,8588529.0
025434,01,2022-03-01,90.14,7097032.0
025434,01,2022-03-02,92.77,10717170.0
025434,01,2022-03-03,91.53,6583486.0
025434,01,2022-03-04,90.03,7177855.0
025434,01,2022-03-07,84.46,14600140.0
025434,01,2022-03-08,84.0,10688330.0
025434,01,2022-03-09,87.6,8806263.0
025434,01,2022-03-10,87.16,9111858.0
025434,01,2022-03-11,82.73,15344110.0
025434,01,2022-03-14,79.29,18191760.0
025434,01,2022-03-15,83.12,12536390.0
025434,01,2022-03-16,87.41,21195400.0
025434,01,2022-03-17,87.66,8550768.0
025434,01,2022-03-18,89.6,23746640.0
025434,01,2022-03-21,86.86,11907340.0
025434,01,2022-03-22,87.89,8441576.0
025434,01,2022-03-23,86.22,7667389.0
025434,01,2022-03-24,87.12,6161330.0
025434,01,2022-03-25,87.45,7047533.0
025434,01,2022-03-28,88.38,5978058.0
025434,01,2022-03-29,91.23,8961143.0
025434,01,2022-03-30,91.03,8120294.0
025434,01,2022-03-31,90.97,11301130.0
025434,01,2022-04-01,91.49,6515167.0
025434,01,2022-04-04,88.09,16235560.0
025434,01,2022-04-05,84.12,17514770.0
025434,01,2022-04-06,83.36,10560970.0
025434,01,2022-04-07,83.12,10866830.0
025434,01,2022-04-08,81.52,9275440.0
025434,01,2022-04-11,80.68,8595018.0
025434,01,2022-04-12,79.79,8463400.0
025434,01,2022-04-13,80.92,8591521.0
025434,01,2022-04-14,79.5,9554795.0
025434,01,2022-04-18,79.6,7791019.0
025434,01,2022-04-19,81.22,8615759.0
025434,01,2022-04-20,80.17,8350779.0
025434,01,2022-04-21,78.96,8132468.0
025434,01,2022-04-22,77.92,10299800.0
025434,01,2022-04-25,77.98,10253480.0
025434,01,2022-04-26,75.63,8787732.0
025434,01,2022-04-27,74.74,8456413.0
025434,01,2022-04-28,76.58,8809787.0
025434,01,2022-04-29,74.64,9181130.0
025434,01,2022-05-02,75.37,12371780.0
025434,01,2022-05-03,74.33,15244750.0
025434,01,2022-05-04,81.64,30087550.0
025434,01,2022-05-05,77.48,19108210.0
025434,01,2022-05-06,76.52,11152010.0
025434,01,2022-05-09,73.49,12828010.0
025434,01,2022-05-10,71.86,14080600.0
025434,01,2022-05-11,70.06,12108610.0
025434,01,2022-05-12,69.9,15437920.0
025434,01,2022-05-13,75.6,18154030.0
025434,01,2022-05-16,72.42,11428160.0
025434,01,2022-05-17,73.72,12451310.0
025434,01,2022-05-18,71.28,10570790.0
025434,01,2022-05-19,71.93,11189620.0
025434,01,2022-05-20,73.39,15934690.0
025434,01,2022-05-23,73.42,10733680.0
025434,01,2022-05-24,72.72,9222500.0
025434,01,2022-05-25,72.48,8336850.0
025434,01,2022-05-26,74.49,8938219.0
025434,01,2022-05-27,76.71,8494611.0
025434,01,2022-05-31,78.5,23340540.0
025434,01,2022-06-01,76.28,7557862.0
025434,01,2022-06-02,79.42,10232760.0
025434,01,2022-06-03,79.05,10357790.0
025434,01,2022-06-06,78.98,7236630.0
025434,01,2022-06-07,79.47,5509965.0
025434,01,2022-06-08,78.47,5163440.0
025434,01,2022-06-09,78.91,13200980.0
025434,01,2022-06-10,75.67,8692598.0
025434,01,2022-06-13,72.36,9277971.0
025434,01,2022-06-14,72.31,7631863.0
025434,01,2022-06-15,74.19,7673606.0
025434,01,2022-06-16,70.95,10141170.0
025434,01,2022-06-17,71.87,9551029.0
025434,01,2022-06-21,72.96,7871650.0
025434,01,2022-06-22,73.3,6699959.0
025434,01,2022-06-23,75.2,6581884.0
025434,01,2022-06-24,78.11,18006850.0
025434,01,2022-06-27,77.68,6670098.0
025434,01,2022-06-28,76.34,7142417.0
025434,01,2022-06-29,76.43,8974245.0
025434,01,2022-06-30,76.39,6778608.0
025434,01,2022-07-01,79.26,7534736.0
025434,01,2022-07-05,79.52,8087122.0
025434,01,2022-07-06,78.86,4651905.0
025434,01,2022-07-07,79.24,5391620.0
025434,01,2022-07-08,79.28,3926585.0
025434,01,2022-07-11,77.9,5350952.0
025434,01,2022-07-12,77.76,5391713.0
025434,01,2022-07-13,77.92,3896311.0
025434,01,2022-07-14,78.2,4500165.0
025434,01,2022-07-15,79.62,5582726.0
025434,01,2022-07-18,80.23,6691672.0
025434,01,2022-07-19,82.55,5941083.0
025434,01,2022-07-20,83.27,6848875.0
025434,01,2022-07-21,83.54,7691419.0
025434,01,2022-07-22,83.59,6283063.0
025434,01,2022-07-25,81.5,5853282.0
025434,01,2022-07-26,80.31,6559566.0
025434,01,2022-07-27,82.96,6370476.0
025434,01,2022-07-28,84.67,5581294.0
025434,01,2022-07-29,84.78,5799963.0
025434,01,2022-08-01,84.91,7302009.0
025434,01,2022-08-02,83.71,7164938.0
025434,01,2022-08-03,87.27,12905140.0
025434,01,2022-08-04,86.88,7077462.0
025434,01,2022-08-05,85.73,4827606.0
025434,01,2022-08-08,85.72,4877377.0
025434,01,2022-08-09,84.84,3496966.0
025434,01,2022-08-10,86.49,5069718.0
025434,01,2022-08-11,87.27,5593966.0
025434,01,2022-08-12,88.31,5151932.0
025434,01,2022-08-15,89.16,5598105.0
025434,01,2022-08-16,89.4,4579853.0
025434,01,2022-08-17,88.35,3827544.0
025434,01,2022-08-18,88.55,3420598.0
025434,01,2022-08-19,86.92,4596086.0
025434,01,2022-08-22,84.95,5904134.0
025434,01,2022-08-23,84.69,4558491.0
025434,01,2022-08-24,86.05,4384330.0
025434,01,2022-08-25,87.39,4231132.0
025434,01,2022-08-26,84.06,6672651.0
025434,01,2022-08-29,84.12,5034164.0
025434,01,2022-08-30,83.41,6811412.0
025434,01,2022-08-31,84.07,6554184.0
025434,01,2022-09-01,85.4,7544150.0
025434,01,2022-09-02,82.94,10333260.0
025434,01,2022-09-06,84.52,11058310.0
025434,01,2022-09-07,88.31,9940185.0
025434,01,2022-09-08,89.46,7716788.0
025434,01,2022-09-09,88.69,7093323.0
025434,01,2022-09-12,89.07,9070737.0
025434,01,2022-09-13,87.84,15774990.0
025434,01,2022-09-14,92.7,24315240.0
025434,01,2022-09-15,92.22,11043230.0
025434,01,2022-09-16,91.31,11982920.0
025434,01,2022-09-19,92.14,6283396.0
025434,01,2022-09-20,90.79,6554950.0
025434,01,2022-09-21,88.6,8799975.0
025434,01,2022-09-22,84.7,9948962.0
025434,01,2022-09-23,84.17,7151074.0
025434,01,2022-09-26,84.81,7515020.0
025434,01,2022-09-27,84.28,8621796.0
025434,01,2022-09-28,87.11,7845859.0
025434,01,2022-09-29,86.57,6878769.0
025434,01,2022-09-30,84.26,7733396.0
025434,01,2022-10-03,85.62,6737776.0
025434,01,2022-10-04,88.51,5978831.0
025434,01,2022-10-05,90.12,7976448.0
025434,01,2022-10-06,89.35,6888684.0
025434,01,2022-10-07,87.03,6603914.0
025434,01,2022-10-10,87.06,5091264.0
025434,01,2022-10-11,86.21,5529236.0
025434,01,2022-10-12,86.87,5257726.0
025434,01,2022-10-13,89.37,7614146.0
025434,01,2022-10-14,86.37,6314988.0
025434,01,2022-10-17,88.9,6253480.0
025434,01,2022-10-18,88.96,5483034.0
025434,01,2022-10-19,87.52,6469807.0
025434,01,2022-10-20,86.79,4536834.0
025434,01,2022-10-21,88.61,9086664.0
025434,01,2022-10-24,83.76,16482190.0
025434,01,2022-10-25,85.21,10651850.0
025434,01,2022-10-26,85.89,9984473.0
025434,01,2022-10-27,85.28,9521731.0
025434,01,2022-10-28,87.1,8244317.0
025434,01,2022-10-31,86.59,7400219.0
025434,01,2022-11-01,87.1,6216219.0
025434,01,2022-11-02,84.58,7650780.0
025434,01,2022-11-03,84.68,8785345.0
025434,01,2022-11-04,91.86,20190460.0
025434,01,2022-11-07,90.45,10187680.0
025434,01,2022-11-08,92.75,9670941.0
025434,01,2022-11-09,91.63,6268822.0
025434,01,2022-11-10,96.26,10403920.0
025434,01,2022-11-11,97.38,8292557.0
025434,01,2022-11-14,97.42,8519443.0
025434,01,2022-11-15,97.83,6407559.0
025434,01,2022-11-16,97.07,5348222.0
025434,01,2022-11-17,96.97,5245326.0
025434,01,2022-11-18,97.95,5963970.0
025434,01,2022-11-21,98.32,4496911.0
025434,01,2022-11-22,98.43,5398270.0
025434,01,2022-11-23,99.52,5942523.0
025434,01,2022-11-25,99.56,2320020.0
025434,01,2022-11-28,98.66,5257167.0
025434,01,2022-11-29,98.66,4421534.0
025434,01,2022-11-30,102.2,14982910.0
025434,01,2022-12-01,103.37,7440979.0
025434,01,2022-12-02,105.05,7915343.0
025434,01,2022-12-05,103.55,9284496.0
025434,01,2022-12-06,102.08,8380020.0
025434,01,2022-12-07,101.87,4193603.0
025434,01,2022-12-08,103.74,5464580.0
025434,01,2022-12-09,101.79,7998424.0
025434,01,2022-12-12,102.7,5795328.0
025434,01,2022-12-13,102.11,7060330.0
025434,01,2022-12-14,102.19,5622493.0
025434,01,2022-12-15,99.99,7243852.0
025434,01,2022-12-16,98.83,13859220.0
025434,01,2022-12-19,98.3,5768935.0
025434,01,2022-12-20,98.0,4530224.0
025434,01,2022-12-21,98.67,5564092.0
025434,01,2022-12-22,97.76,4756029.0
025434,01,2022-12-23,98.27,3941610.0
025434,01,2022-12-27,99.2,4398949.0
025434,01,2022-12-28,98.6,3490096.0
025434,01,2022-12-29,99.77,3974204.0
025434,01,2022-12-30,99.2,3987372.0
025434,01,2023-01-03,100.83,6605767.0
025434,01,2023-01-04,104.46,8137149.0
025434,01,2023-01-05,104.43,5572431.0
025434,01,2023-01-06,106.69,9630343.0
025434,01,2023-01-09,104.74,10124020.0
025434,01,2023-01-10,106.0,4182315.0
025434,01,2023-01-11,106.3,5631911.0
025434,01,2023-01-12,105.85,4880810.0
