tic,gvkey,iid,cusip,dlrsni,dsci,epf,exchg,excntry,ibtic,isin,secstat,sedol,tpci,dldtei,curr_sp500_flag
SBUX,025434,01,855244109,,COM NPV,,14,USA,SBUX,US8552441094,A,2842255,0,,1.0
